"lang","id","latin_name","image_src","class_id","order_id","habitats","continents","localities_url","name","description","spread_note","food","food_note","proportions","reproduction","attractions","projects_note","breeding","localities_title"
"cs","212","Mino dumontii","https://zoopraha.cz/images/lexikon/majna_zlutolici_foto_net.jpg","2","18","6","5","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/5807-ptaci-svet","Majna žlutolící","Jméno dostala podle velkých, lysých, žlutě zbarvených ploch kůže kolem oka. Jinak je černá, s bílými spodními ocasními krovkami a žlutým podocasím.","Západní Papua, Nová Guinea a malé ostrovy kolem","Plody","Různé plody, někdy také hmyz","Délka 25 cm, hmotnost 217 g","Samice snáší 1–2 vejce, doba inkubace 14 dnů (údaj z chovů).","Je pravděpodobně monogamní a páry vytváří na celý život. Při hledání potravy je často viděna společně s dalšími plodožravými ptáky. Na hmyz a jiné bezobratlé často čeká na posedu, podobně jako někteří dravci.","","Chováme je od roku 2008 a v roce 2010 jsme dosáhli prvního úspěšného odchovu.","Ptačí svět"
"cs","213","Macaca sylvanus","https://zoopraha.cz/images/lexikon-images/makak_magot_-_IMG_4527_-_archiv_Zoo_Praha.jpg","1","16","5","7","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/5811-horsti-kopytnici","Makak magot","Je to statná opice s protáhlým čenichem. Má stříbřitou až hnědavou srst a tmavě růžový obličej, ocas nemá. Samci jsou větší než samice, jinak ale vypadají podobně. Jako všichni makakové mají silné čelisti, dlouhé špičáky a lícní torby, které se táhnou až na krk.","Žije v horách severní Afriky, byli vysazeni také na Gibraltarské skále.","Rostliny i živočichové","Rostliny, drobní živočichové","Délka těla: 47–75 cm, délka ocasu 0−20 cm, hmotnost 4−15 kg","Březost 163–173 dny, počet mláďat 1","Jsou jedinými primáty (kromě člověka), kteří žijí v Evropě. Společenský život magotů se řídí poměrně přísnými pravidly. Jednotlivé tlupy mohou mít až 40 členů a jejich jádrem jsou samice s mláďaty. Na rozdíl od většiny ostatních makaků se samci magotů podílejí na péči o mláďata.","","Historie chovu magotů sahá až k počátkům zoo. V roce 1934 byl zaznamenán úhyn samičky, o jejímž příchodu nebo stáří však údaje chybějí. Poté se magoti objevili až v roce 1960, kdy přišla tři zvířata z pařížské zoo. Od roku 1969 nastala dvacetiletá pauza, až jsme v roce 1989 dovezli dva páry – jeden z chomutovského zooparku, druhý prostřednictvím firmy Ravensden z Maroka. Ti odešli v roce 1998 v souvislosti s chystaným bouráním pavilonu opic a nová zvířata osídlila již novou expozici s paovci v roce 2000.","Horští kopytníci"
"cs","214","Macaca nemestrina","https://zoopraha.cz/images/lexikon/makak_vepri.jpg","1","16","6","2","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5828-indoneska-dzungle","Makak vepří","Tento statný makak má hnědobéžovou srst, poměrně dlouhé a štíhlé nohy a krátký ocas. Typická je černá „čepička“ a výrazné obočí. Samci jsou větší než samice.","Indonésie, Malajsie, Thajsko, Bangladéš, Indie, Čína, Barma, Laos, Kambodža","Rostliny i živočichové","Plody, výhonky, drobní živočichové","Délka těla 47–75 cm, délka ocasu 10−20 cm, hmotnost: 4−15 kg","Březost 163–173 dny, počet mláďat 1","Makak vepří je tvor společenský a sdružuje se do skupin o velikosti až 80 jedinců, ale při výpravách za potravou se tyto skupiny často rozdělují do menších tlup čítajících až 6 jedinců. Třebaže makakové dovedou dobře šplhat a spí na stromech, potravu – především fíky a další plody – si hledají převážně na zemi. V některých oblastech je ale lidé cvičí pro sbírání plodů v korunách stromů.","","Skupinu makaků vepřích jsme převezli v roce 2004 z rakouského safari v Gänsendorfu, kde se rušily chovy, a hrozilo nebezpečí, že soudržná skupina primátů bude rozdělena a poputuje k různým chovatelům. V souvislosti s dokončovaným pavilonem Indonéská džungle, kde byl jeden z ostrovů plánován právě pro některý druh makaka, jsme se celé skupiny ujali. Je zajímavé, že i přes toto opatření a navzdory skutečnosti, že si makakové zvykli zdánlivě velice dobře, trvalo několik let, než se opat začali rozmnožovat. Prvním úspěšným odchovem byla v roce 2011 samička Rousie, která žije ve skupině dosud.","Pavilon Indonéská džungle"
"cs","215","Microcebus murinus","https://zoopraha.cz/images/lexikon-images/MAKI_TRPASLIU_lT-_-_PAVEL_BRANDL.jpg","1","16","6","1","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka","Maki trpasličí","Patří k nejmenším primátům na světě. Jemná srst má šedavou barvu, na hřbetě mívá někdy nevýrazný tmavý podélný pruh. Typické jsou velké hnědé oči a dlouhý huňatý ocas.","Západní Madagaskar, izolovaná populace také na jihovýchodě","Plody","Plody, šťávy, bezobratlí","Délka těla 12,5–15 cm, délka ocasu 13,5 cm, hmotnost 39–90 g","Březost 54–68 dní, počet mláďat 2–3","V pavilonu Afrika zblízka najdete dvě vícedruhové expozice, v nichž chováme soumračné a noční živočichy. Díky zvláštnímu osvětlení, které zvířata vnímají jako odstín šedé, dochází k převrácení jejich aktivity. Jednu z expozic obývá skupinka poloopic makiů trpasličích, kteří patří do čeledě lemurovitých. Mnoho času věnují shánění potravy – čiperně běhají po větvích a prohlížejí každý lísteček, zda by pod ním nenašli nějaké chutné sousto. Klidně se přitom zavěsí silnýma zadníma nohama i na tenkou větvičku. Makiové mají rádi hmyz, plody a květy, ale snad nejraději si pochutnají na sladké šťávě. Jsou na tak malého tvora dlouhověcí – v lidské péči se dožívají až 14 let.","","Makie chováme od roku 1983 a úspěšně je rozmnožujeme.","Afrika zblízka"
"cs","216","Cynictis penicillata","https://zoopraha.cz/images/lexikon-images/mangusta_li__-_archiv_zoo.jpg","1","30","4","1","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka","Mangusta liščí","Dostala jméno podle huňatého ocasu a letní srsti, která je krátká a narezlá. Na zimu přelínává do delší, hustší a světleji plavé srsti.","Jižní Afrika – Namibie, Botswana, Natal, Transvaal, Zimbabwe, Kapská provincie","Rostliny i živočichové","Drobní živočichové, především hmyz, ale i různí další bezobratlí a menší obratlovci (hlodavci, ještěrky)","Délka těla 25–40 cm, délka ocasu 18–30 cm, hmotnost 0,5–0,8 kg","Samice rodí po 60–62 dnech březosti obvykle 2–3 mláďata.","Mangusty liščí jsou aktivní ve dne, kdy si neúnavně hledají potravu nebo se sluní. Ačkoliv při pátrání po potravě pracuje každá na vlastní pěst, jsou tyto mangusty společenské a na noc se s ostatními členy skupiny setkávají ve společné noře. Často obsazují nory veverek kapských a „za odměnu“ jim zajišťují větší bezpečnost, protože podobně jako surikaty každou chvilku panáčkují a bedlivě prohlížejí okolí.","","První mangusty liščí přišly v roce 2002 (samec žije v zoo dosud), další pak v roce 2004 v souvislosti s dokončením rekonstrukce bývalého pavilonu malých živočichů na pavilon Afrika zblízka.","Afrika zblízka"
"cs","217","Helogale parvula","https://zoopraha.cz/images/lexikon-images/Mangusta_TRP.jpg","1","30","3","1","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka","Mangusta trpasličí","Má kompaktní tělo, krátký čenich, malé ušní boltce a poměrně krátké nohy. Srst je hnědá, šedá až narezlá.","Etiopie až Angola","Rostliny i živočichové","Bezobratlí, vejce, hlízy nebo spadané plody","Délka těla 18−26 cm, délka ocasu 12−20 cm, hmotnost v průměru 275 g","Samice je březí 49−56 a rodí 2−4 mláďata.","Sdružuje se do rodinných skupin, tvořených až 20 jedinci. Je aktivní během dne, kdy hledá potravu. Vedoucí roli hraje ve skupině dominantní samice, která se rozmnožuje se svým partnerem jako jediná. Rodí až třikrát za sezonu mláďata, která se zpočátku skrývají v norách a členové skupiny jim přinášejí potravu.","","Jeden sameček se sice objevil v letech 1971−1979, ale vlastní chov se datuje od roku 2004. Tehdy přišlo šest mangust z přírody, dvě samičky z této skupinky žijí v zoo dosud.","Afrika zblízka"
"cs","218","Crossarchus obscurus","https://zoopraha.cz/images/lexikon-images/_TTT7594.jpg","1","30","6","1","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka","Mangusta tmavá","Tato poměrně malá mangusta má nápadně protáhlý čenich a dlouhé drápy na předních nohách. Srst je poměrně drsná, pesíky mají hnědavou barvu a žluté špičky, což dodává srsti výrazný tipping. Nohy jsou zbarvené černohnědě.","Západní Afrika - Ghana, Libérie, Sierra Leone, Guinea","Rostliny i živočichové","Malí obratlovci i různí bezobratlí, zčásti též zralé plody","Délka těla 44–56 cm, délka ocasu 14,5–25,8 cm, hmotnost 0,5−1 kg","Samice je březí v průměru 58 dní a rodí 2–4 mláďata.","Mangusty tmavé (známé též pod názvem kusimanse) jsou stejně společenské jako savanové druhy mangust – žijí v rodinných skupinách o 10–20 jedincích. Rodina obývá teritorium, které jeho členové značkují výměškem pachových žláz a brání proti cizím mangustám. Při hledání potravy dlouhými drápy i čenichem převracejí vrstvu spadaného listí, kameny i větve, případně šplhají na nízké stromy nebo na mělčině loví kraby i další vodní a bahenní živočichy.","","Chováme je od roku 2013.","Afrika zblízka"
"cs","219","Dolichotis patagonum","https://zoopraha.cz/images/lexikon-images/srgb-1324.jpg","1","39","3","3","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu","Mara stepní","Je to statný hlodavec s dlouhýma nohama (zadní jsou výrazně delší než přední), velkou hlavou i boltci a přiléhavou srstí. Na hřbetní straně těla je zbarvena šedohnědě, boky jsou narezlé, spodní část těla bělavá.","Argentina","Části rostlin","Různé části rostlin","Délka těla 69–75 cm, délka ocasu 4,5 cm, hmotnost 9–16 kg","Březost 77 dní, počet mláďat 1–3","Mary obývají soustavu nor, které mohou být dlouhé i více než 5 m. Tráví v nich noc a odchovávají mláďata. Mary stepní žijí v trvalých párech a své nory často sdílejí s dalšími dvojicemi. Mláďata, o která pečují oba rodiče, jsou tak lépe chráněná před predátory. Soužití však někdy nebývá bez potíží – vchod do nory totiž brání ten pár, který se vrátí jako první, a často nedovolí vstup ani rodičům ostatních mláďat.","","Chovali jsme je již v letech 1934−1942, poté opět v období 1949−1956, kdy se také dařilo odchovávat mláďata. Pak nastala dlouhá přestávka a nová zvířata přišla v roce 2000.","Horní část zoo"
"cs","22","Ara chloroptera","https://zoopraha.cz/images/lexikon-images/ara_zelenokridly__TTT8525_-_Tomas_Adamec.jpg","2","42","6","3","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu","Ara zelenokřídlý","Tento druhý největší papoušek (po arovi hyacintovém) je převážně červený a modrý. Typickým znakem jsou zelené křídelní krovky, tvořící na křídlech zřetelné pásy, a červené čárkování lysiny kolem očí. Horní čelist zobáku je rohovinová, dolní tmavě šedá stejně jako nohy.","Severní a střední Jižní Amerika","Části rostlin","Ořechy, semena, měkké plody, výhonky, pupeny","Délka těla 29–42 cm, délka ocasu 44–53 cm, rozpětí křídel až 125 cm, hmotnost 0,9–1,7 kg","Samice snáší 1–3 vejce, doba inkubace je 24–26 dní.","Žije v párech, které se sdružují do hejn někdy i s dalšími druhy arů. Samice snáší vejce do stromové dutiny, v zahřívání i péči o mláďata se střídá s partnerem. Dožívá se až 50 let.","","Arové zelenokřídlí patří v pražské zoo k tradičním druhům. První papoušek žil v zoo v letech 1936−1948. Další přišel v r. 1956 a dlouho držel primát jednoho z nejdéle chovaných zvířat – uhynul v r. 2008. Od r. 1991 prošlo zoologickou zahradou mnoho dalších arů. V r. 1993 se podařilo úspěšně odchovat první mládě. V současné době chováme dva mladé ptáky, kteří přišli v r. 2009 od soukromého chovatele.","Dolní část zoo"
"cs","220","Leptoptilos crumeniferus","https://zoopraha.cz/images/lexikon/marabu_africky.jpg","2","58","4","1","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/5807-ptaci-svet","Marabu africký","Je nezaměnitelný nejen díky své velikosti, ale i celkovému vzhledu. Křídla a hřbet i svrchní strana ocasu jsou břidlicově šedočerné, letky mají bílý lem. Spodina těla je bílá. Krk a hlava jsou lysé, jen temeno je řídce opeřeno. Na hrdle má marabu lysý vak, který se uplatňuje hlavně při toku, protože ho ptáci dovedou nafouknout.","Subsaharská Afrika","Zdechliny","Malí živočichové, zdechliny","Délka těla 89–120 cm, délka ocasu 26–30,5 cm, rozpětí křídel 225–287 cm, hmotnost 4–8,9 kg","Počet vajec 2–3, inkubace 30–31 den","Tento příbuzný čápů obývá tropické a subtropické oblasti Afriky, kde ho najdeme spíše v otevřené krajině, mnohdy i na suchých savanách. Všichni marabuové se živí zdechlinami, o čemž konec konců svědčí i lysá hlava a krk. To ovšem neznamená, že by to byla jejich jediná potrava. Dovedou lovit v bažinách, ať už kraby nebo ryby. Často také přilétají k požárům, kde hlídkují před ohněm a živí se vším, co vyplaší, od sarančí a všekazů po ještěry a hlodavce. Marabuové se rádi sluní v charakteristické pozici „na patách“, s roztaženými křídly a zobákem opřeným o lysý hrdelní vak. Zvláště nápadní jsou marabuové v době hnízdění, protože si v početných koloniích stavějí mohutná hnízda na stromech.","","Samec marabu afrického dorazil do Prahy už v roce 1934, a to prostřednictvím Hegenbeckovy firmy. Žil do roku 1944, pak nastala pauza a další pár přišel v roce 1951. V 50. letech se v souvislosti s transporty zvířat mezi západem a východem objevilo mnoho dalších jedinců, obvykle jen na krátkou dobu. V roce 1984 dorazila z přírody mladá samice Otina, která později vytvořila pár se samcem Oskarem (ten přišel v roce 1992 ze zoo v Ústí n. L.) a společně odchovali několik mláďat. Když Otina v roce 2000 uhynula, připojila se k Oskarovi samice Mařena, pocházející rovněž z přírody. Také oni odchovali několik mláďat. Mařena v roce 2010 uhynula, ale Oskar žije v zoo dosud a projevuje se jako skvělý pěstoun, který odchovává i podsazená mláďata pocházející z jiných zoo.","Ptačí svět"
"cs","221","Ursus maritimus","https://zoopraha.cz/images/lexikon-images/medved_ledni__TT_7443_export_-_Tomas_Adamec.jpg","1","30","9","7","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu","Medvěd lední","Má typický vzhled medvědů – statné tělo, silné nohy s mohutnými nezatažitelnými drápy, protáhlý čenich a krátký ocas. Srst na celém těle je bílá, černý je jen čenich a oči.","Cirkumpolární rozšíření – souš a zamrzlé i volné moře kolem severního polárního kruhu","Zdechliny","Mořští živočichové, zdechliny","Délka těla 2–2,5 m, délka ocasu 7,5–12,5 cm, výška v kohoutku 1–1,6 m, hmotnost 150–800 kg","Březost 195–265 dní, počet mláďat 1–4","Je největším druhem medvěda (pokud nepočítáme některé poddruhy medvěda hnědého), je ze všech medvědů nejvíce masožravý a žije v nejdrsnějších podmínkách. Jeho domovem jsou sněhové a ledové pláně kolem severního polárního kruhu v Evropě, Asii i Severní Americe. Často přechází přes zamrzlou Beringovu úžinu z jednoho světadílu do druhého. Nejoblíbenější potravou medvěda ledního jsou tuleni, na které číhá u dýchacích otvorů v ledu. Dovede skvěle plavat, a tak loví i pod vodou. Je to samotář a jen během krátké doby námluv a páření vyhledává samec samici. Péče o mláďata je už pak záležitostí medvědice, která uprostřed polární zimy vyhrabe na chráněném místě hlubokou noru ve sněhu a ponechá jen malý větrací otvor. Jakmile se narodí bezmocná medvíďata (bývají často dvě nebo tři a jsou velká asi jako morče), zůstává s nimi matka tři měsíce v doupěti. Je tu teplo a mláďata rychle rostou díky tučnému mateřskému mléku. Po celou dobu samice nepřijímá potravu. Na jaře vyjdou mláďata poprvé ven, ale ještě dlouho poté následují matku a učit se lovit. V pražské zoo obývají medvědi lední výběh, kde jim mohutný vodopád a prostorný bazén zajišťují stále chladnou vodu, jejíž teplota ani v létě nepřesahuje 15–18 °C. Přes sklo uvidíte, jak obratně se medvědi potápějí a plavou.","","Medvědy lední chová pražská zoo od roku 1932 a zaznamenala několik významných chovatelských úspěchů. Chov medvědů ledních v zoologických zahradách totiž není nic jednoduchého, samice se často odmítají o mláďata starat nebo je usmrtí. Umělý odchov je obtížný vzhledem ke zvláštnímu složení medvědího mléka. Poprvé na světě se to podařilo právě v pražské zoo, a to v roce 1942. Do roku 2011 se u nás úspěšně odchovalo 7 mláďat.","Horní část zoo"
"cs","222","Muntiacus reevesii","https://zoopraha.cz/images/lexikon-images/muntzak_maly_IMG_7487_-_archiv_Zoo_Praha.jpg","1","4","6","2","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu","Muntžak malý","Muntžak je malý, má rezavohnědou srst a krátký ocas, svrchu černý a zespodu bílý. Samec se od samice liší přítomností krátkých parohů a dlouhých špičáků. Oba mají na čele vystouplé kostěné lišty pokryté srstí. U samce jsou zakončeny pučnicemi, u samice chomáčem delší srsti.","Východní Asie (jihovýchodní Čína a Tchaj-wan), během 20. století byl zavlečen také do přírody Velké Británie, kde se mu dobře daří.","Rostliny i živočichové","Různé části rostlin, vejce, zdechliny, malí obratlovci","Délka těla 70–83 cm, délka ocasu 8–12 cm, výška v kohoutku 35–40 cm, hmotnost 12–27 kg","Březost 209–220 dní, počet mláďat 1 (2)","Ačkoliv byste to možná podle jeho vzhledu nehádali, patří drobný muntžak malý do čeledi jelenovitých. Divocí muntžaci obývají teritorium, které značkují výměškem předočních žláz a které samec brání. Při soubojích samci používají dlouhé špičáky i krátké parohy, které vyrůstají z protáhlých pučnic krytých srstí. V hustém podrostu se muntžaci pohybují ve spleti tunelů, které si tu vyšlapou. Překvapivé je, že jsou všežraví – dokážou dokonce ulovit menší obratlovce včetně pozemních ptáků. Mláďata jsou po narození skvrnitá, podobně jako u našich evropských jelenů, a teprve postupně přebarvují do jednolitě hnědé srsti dospělých.","","Prvního muntžaka jsme získali v roce 2005 ze Zoo Plzeň. Nyní chováme trio – samičku, která se u nás narodila v roce 2010, další samičku pocházející z Kolína n. Rýnem a samečka, který přišel z Hamburku.","Horní část zoo"
"cs","223","Pterocnemia pennata","https://zoopraha.cz/images/lexikon/nandu_Darwinův_0.jpg","2","59","5","3","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu","Nandu Darwinův","Nanduové jsou velcí nelétaví ptáci příbuzní například africkým pštrosům nebo australským emuům. Mají malá křídla a ostny v perech jsou měkké a splývavé. Nandu Darwinova snadno poznáte podle bílých skvrnek na jinak šedavém peří.","Peru, Bolívie, Chile, Argentina","Bezobratlí","Hmyz, semena, listy","Délka těla 92–100 cm, výška 1,2 m, hmotnost 10–20 kg","Počet vajec 10–30, inkubace 39–42 dny","Je to otužilý obyvatel vyšších poloh And a drsné Patagonie. V zimě se nanduové sdružují do menších skupin, v době hnízdění se hejna rozpadnou a samci začnou samotářsky pečovat o vejce i mláďata. Dospělý samec nejprve složitým tancem láká několik samic, které snášejí vejce do společného hnízda. To buduje samec a je to vlastně jamka v zemi lemovaná větvičkami a trávou. Nakonec může samec sedět až na 60 vejcích. Mláďata se líhnou všechna během tří dnů, i když předtím samice snášely vejce po dobu 10 dnů.","","V pražské zoo se nandu Darwinovi poprvé objevili v roce 1991. Po devíti letech od zahájení chovu se podařilo v roce 2000 poprvé vylíhnout a odchovat 5 mláďat.","Horní část zoo"
"cs","224","Mycteria ibis","https://zoopraha.cz/images/lexikon/nesyt__africký_2.jpg","2","58","1","1","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/5807-ptaci-svet","Nesyt africký","Má dlouhé nohy, vhodné k pohybu v mělkých vodách nebo mokřadech, a velký zobák, který tvarem připomíná čapí a upoutá svou jasně žlutou barvou. Nápadná je však též červená lysina kolem očí. Peří nesyta je bílé s jemně narůžovělým odstínem, jen na letkách křídel a na ocase je měňavě zelenočerně lesklé. Samec je větší než samice.","Subsaharská Afrika kromě jihu, západní Madagaskar","Živá kořist","Bezobratlí, malí obratlovci","Délka těla 79–86 cm, délka ocasu 16–19 cm, rozpětí křídel 1,5–1,7 m, hmotnost 2,1–3 kg","Počet vajec 2–3, inkubace 30 dní","Při lovu kořisti víří zkalenou vodu a bahno nohama a pak živočichy chytají zahnutou špičkou zobáku. Vyhledává i rýžová pole. Obvykle se sdružuje do menších skupin. Hnízdí v koloniích na stromech, často s jinými druhy brodivých. Hnízdo je z klacíků a budují ho oba partneři, přičemž samec vybírá místo. Stavba jim trvá 7–10 dní.","","První nesytové se objevili v zoo v roce 1974. Jednalo se ptáky z přírody, kteří přišli do Zoo Dvůr Králové n. L. s proslulými africkými transporty zvířat, a dva putovali i do Prahy, kde žil jeden z nich do roku 1982. Poté jsme nesyty nechovali až do roku 2002. Tehdy přišly dva páry, z nich jeden žije v zoo dosud. První mláďata se podařilo odchovat v roce 2011 a od té doby se nesytové pravidelně rozmnožují.","Ptačí svět"
"cs","225","Pedetes (capensis) surdaster","https://zoopraha.cz/images/lexikon-images/Nohaa_jihoafrick__2.jpg","1","39","4","1","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka","Noháč východoafrický","Na první pohled zaujme velkýma očima, masivní hlavou, dlouhým ocasem a především nepoměrem mezi předními a zadními končetinami. Zatímco přední pětiprsté nohy jsou krátké a slabé, zadní čtyřprsté jsou nápadně dlouhé a silné.","Střední a jižní Keňa, většina Tanzanie","Bezobratlí","Rostliny, hmyz","Délka těla 35–43 cm, délka ocasu 37–47 cm, hmotnost 3–4 kg","Březost 78–82 dny, počet mláďat 1","Den tráví noháči v podzemních chodbách, které si sami vyhrabou a které mohou měřit i více než 40 m. Ústí chodeb jejich majitel většinou na den uzavře zeminou. V noci se noháči vydávají hledat potravu – části rostlin a občas i hmyz. Jakmile najdou něco k snědku, uchopí potravu do předních tlapek, posadí se na zadní a rychle ji okusují. V nebezpečí rychle prchají − naráz skočí až 4 m daleko. Žijí sice raději samotářsky nebo jen v párech, ale při nočních toulkách se přátelsky snesou i ve větším počtu. Rodičovské povinnosti plní jen samice. Rodí většinou jen jedno dobře vyvinuté mládě, které tráví první dny v noře.","","Noháče chováme od roku 2003.","Afrika zblízka"
"cs","226","Nasua nasua","https://zoopraha.cz/images/lexikon-images/nosal_cerveny_2__TT_3896_-_Tomas_Adamec.jpg","1","30","6","3","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu","Nosál červený","Má protáhlé tělo, poměrně krátké nohy s dlouhými drápy, špičatý pohyblivý čenich a malé ušní boltce. Základní zbarvení je svrchu šedavé, hnědé až rezavé, zespodu bělavé. Typický je dlouhý, huňatý ocas s příčným pruhováním.","Tropická Jižní Amerika, od Kolumbie a Venezuely po severní Argentinu a Ekvádor","Rostliny i živočichové","Hlízy, plody, malí živočichové","Délka těla 35–69 cm, délka ocasu 32–68 cm, výška v kohoutku 27–30 cm, hmotnost 3–7,7 kg","Březost 77 dní, počet mláďat 1–5","Jsou to denní šelmy, velice aktivní a šikovné. Obratně šplhají ve větvích nebo čiperně pobíhají po zemi s ocasem vztyčeným jako vykřičník. Čenichem pátrají zvědavě v každé skulině, zda se v ní neskrývá něco k snědku. Předními tlapkami s dlouhými drápy rozhrabávají půdu, obracejí kameny a klády a rozhrnují spadané listí a pátrají po různých dobrotách. Zatímco samci nosálů dávají přednost samotářskému životu, sdružují se samice s mláďaty do poměrně početných skupin. Mláďata se po narození ukrývají ve stromové dutině nebo v hnízdě na stromě, ale vyvíjejí se velice rychle a brzy dokážou šplhat a běhat stejně zdatně jako dospělí.","","První nosál byl chován již v letech 1931−1935. O jeho původu záznamy nemáme, ale o druhém nosálovi ano – přišel v roce 1932 z cirkusu Karlas. Poté byli nosálové chováni prakticky nepřetržitě až do roku 1960, načež nastala dlouhá přestávka. V roce 1990 se sice jeden objevil, jednalo se však o tranzit a samička putovala do kodaňské zoo. Současný chov začal příchodem nosálů v roce 2001, z nichž samice Teta žije v zoo dosud. První úspěšný odchov se podařil v roce 2003.","Horní část zoo"
"cs","227","Myocastor coypus","https://zoopraha.cz/images/lexikon-images/nutrie_z_un__-_Tom_A_Adamec.jpg","1","39","4","3","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1463-detska-zoo","Nutrie říční","Nutrie vypadá téměř jako malý bobr, poznáte ji však bezpečně podle ocasu, který je kulatý, nikoliv široký a placatý. Nozdry mají nutrie posunuté nahoru, aby mohly dýchat, i když jsou ponořené. Typické jsou mohutné oranžové hlodáky. Srst je hustá, pesíky mají plavou, hnědou nebo narezlou barvu, podsada je tmavošedá.","Od střední Bolívie a jižní Brazílie po Ohňovou zemi, zvířata uniklá z chovů také v Evropě, Asii a Severní Americe","Části rostlin","Různé rostliny","Délka těla 45–60 cm, délka ocasu 35–45 cm, hmotnost 8–10 kg","Březost 127–132 dny, počet mláďat průměrně 5","Tito velcí jihoameričtí hlodavci skvěle plavou a potápějí se, přičemž nohy opatřené plovacími blánami používají jako vesla. Život tráví v rodinných skupinách tvořených samcem, několika samicemi a různě starými mláďaty. Ve dne zvířata odpočívají v noře a teprve za šera se vydávají hledat potravu. Živí se různými rostlinami – na břehu i ve vodě. Tady jim pomáhají tuhé vousy, jimiž potravu vyhmatávají. Mláďata nutrií se rodí již osrstěná a s otevřenýma očima a velmi záhy po porodu začínají ochutnávat stravu dospělých. Rychle rostou a dospívají ve věku 4−5 měsíců. V Praze vystavujeme nutrie v Dětské zoo, a ne bezdůvodně. Nutrie totiž do „rodiny“ domácích zvířat patří, i když do ní přibyly teprve nedávno – s jejich domestikací se začalo až v 19. století. Přesto i u nich již byla vyšlechtěna různá plemena, z nichž tři mají původ v Česku. Dnes však zájem o maso a kožešinu nutrií, a tedy i o jejich chov, upadá. Všem třem českým národním plemenům proto hrozí zánik. Zato v přírodě se nutriím daří – zvířata uniklá z farem zdivočela a žijí v hojných počtech na všech kontinentech s výjimkou Antarktidy.","","V novodobě historii chováme nutrie od roku 2009, je ale velmi pravděpodobné, že se objevily již mnohem dříve, i když záznamy chybějí.","Dětská zoo"
"cs","228","Leopardus tigrinus","https://zoopraha.cz/images/lexikon-images/ocelot_stromovy__TTT6979_-_Tomas__Adamec.jpg","1","30","6","3","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu","Ocelot stromový","Malá štíhlá kočka s typickou kresbou – na zlatavém podkladu jsou rozesety tmavé skvrny, seskupené do rozet, jejichž střed je o něco tmavší než okolí, ale bez černé tečky. Od čela přes temeno a zátylek až na krk se táhnou černé proužky.","Ostrůvkovitě v rozsáhlém areálu od Kostariky po jižní Brazílii a severovýchodní Argentinu, do nadmořské výšky kolem 3 000 m","Živá kořist","Malí obratlovci","Délka těla 34–56 cm, délka ocasu 20–22 cm, výška v kohoutku 20–25 cm, hmotnost 2 kg","Březost 74–76 dní, počet mláďat 1–2","Tato půvabná jihoamerická šelma ze skupiny malých koček je známá i pod jménem kočka tygří nebo oncilla. Zdržuje se pokud možno na stromech nebo v hustém podrostu, na volné prostranství se nevydává. Vede samotářský způsob života. Samci obývají poměrně rozsáhlé domovské území (i více než 17 km²), samice mnohem menší.","V Červeném seznamu IUCN je zařazena jako zranitelný druh. Ohrožuje ji především kácení souvislých lesů, protože se nedokáže přizpůsobit změně prostředí. Populační hustota je velmi nízká (kolem 5 jedinců na 100 km²) a jakékoliv přerušení souvislých porostů znamená, že zvířata mají mizivou možnost se setkat v době páření. K tomu se přidává i nezákonný lov pro kožešinu.","Oceloty stromové chová pražská zoo od roku 1997 a v roce 2004 byla pověřena vedením evropské plemenné knihy pro tento druh. V zoologických zahradách nepatří k běžně chovaným druhům, na konci roku 2013 jich bylo v Evropě celkem evidováno jen 21.","Horní část zoo"
